"","genes","TS","SD"
"109","TIMP3",2.51250733466044,0.91334790291473
"110","TCF3",2.47520536728101,1.41849661485166
"111","IRF1",2.47018900843333,0.97088772549165
"112","HSD17B7",2.46758421983141,1.14651969798854
"113","MCM5",2.46171274076195,1.10136200890544
"114","PTPN1",2.44479401508973,1.01700159121172
"115","PAK2",2.43593877415072,1.64908538261071
"116","BIRC2",2.40750687941106,1.11055207503435
"117","LEFTY1",2.3738465316157,1.09718286674849
"118","MYO3B",2.37128731372043,1.90210079744096
"119","ID4",2.3312453963538,1.27733267950536
"120","TP53",2.2950636510848,1.08931534033524
"121","POMGNT1",2.27153177178692,1.60182403873016
"122","ABCC4",2.26917343977518,1.42352295017266
"123","RBL2",2.259713853348,1.16750710186326
"124","CREB1",2.25958814073604,1.19573985315418
"125","VDAC2",2.24266400150893,1.31732730185396
"126","MX1",2.22813042923724,0.852496801208562
"127","IFITM3",2.21611692514533,1.01020030883821
"128","CDH5",2.21255879346649,1.51000374896223
"129","AS3MT",2.20672766584548,1.15319438934398
"130","EGR1",2.18676144917126,1.89444104521566
"131","SULT1A1",2.16823333333134,1.43244094642423
"132","BACE1",2.15539446132198,1.41885110534151
"133","F11R",2.1535191467223,1.12502186181784
"134","NME1",2.14954149149126,1.3420629892112
"135","TCF7",2.13326110593855,1.61639266365681
"136","USP22",2.12734974788254,1.19309177571533
"137","WIF1",2.1041489741372,1.94275782033968
"138","TNF",2.09311366961139,1.08197047888962
"139","GLI1",2.09295002840202,1.07710143842737
"140","TGFB2",2.09240881046358,1.46975122577777
"141","VCAM1",2.0856556978177,2.30903219402814
"142","NODAL",2.0854865145515,1.81720550317813
"143","GPX4",2.04816556490228,1.06886519564339
"144","NAA20",2.04632989575758,1.33866390084048
"145","MYLK",2.03749663593728,1.83272535317098
"146","HYOU1",2.02647184770826,1.60103785570892
"147","IL17RB",2.02523942020419,0.941688876822607
"148","PCNA",2.02033929731164,1.47094528320242
"149","STAT3",2.01751793707343,1.61127536710968
"150","GAS6",2.01511656781891,1.23727664439117
"151","EIF4E",2.0086759597375,1.21109347713441
"152","GALC",2.00645153774532,1.12692443065565
"153","CCND3",1.99610225608993,1.39418900339666
"154","PSEN1",1.98622723477816,1.5928275748111
"155","BCL2L11",1.97180649655861,1.28367277177219
"156","CYP27B1",1.9649241493479,0.786211062678303
"157","GDF3",1.96471410750815,1.75815446084395
"158","GPX3",1.96303938905707,1.52609538710757
"159","COL4A1",1.93403555767917,1.94467974417935
"160","ATP7A",1.93313509233729,1.06311229218892
"161","ADAM17",1.92423556143544,1.26996584689033
"162","FGF2",1.92120215433591,1.70942846496578
"163","CXCL3",1.91353458446011,1.12300411021152
"164","LRRK2",1.91006525451551,1.3949296639537
"165","VDAC1",1.90619313994243,1.07529996075356
"166","TBX2",1.89871690174477,1.74787933789426
"167","ID3",1.89861665783859,1.11410073030462
"168","SEL1L",1.89175625136629,1.06738726213787
"169","RARRES1",1.88015078825379,0.91107941388367
"170","SNAI1",1.85942327412995,1.95444724154707
"171","BTG2",1.84176658128016,1.47499351738887
"172","FASN",1.83651327757214,1.06641257354784
"173","LAMB1",1.82770796937001,1.80814652147551
"174","INSIG2",1.81658646262673,1.12809652008401
"175","IGF1R",1.8114341059293,1.35097642832396
"176","SNCA",1.80839525694239,1.4719103557685
"177","IFNAR1",1.79822647536817,1.08009186469101
"178","TAP1",1.79561514890034,1.24060371253089
"179","CNR1",1.79464749948686,1.34908742652684
"180","SRF",1.79363687536301,1.02332278769685
"181","ING1",1.78843627221718,1.55735539338287
"182","TASP1",1.78823391640557,1.83134823718987
"183","VDR",1.77895665723629,1.25139761475215
"184","CD163",1.7775143791584,0.995355876732977
"185","COX5A",1.77726392556436,1.17874035098157
"186","MEF2A",1.77555629434269,1.24840753648424
"187","DMBX1",1.77534043869641,2.10707115053438
"188","SOD1",1.76755869363933,1.25633521275526
"189","REST",1.76673659140925,1.4013622489353
"190","JAK2",1.75722302640411,1.45768437415194
"191","GLI2",1.75231008348876,1.50349116053468
"192","EDNRB",1.75057876832469,1.69612327101395
"193","VCAN",1.74245064928856,1.38682712982924
"194","NOTCH2",1.74202971159026,1.78942129211302
"195","PSMB10",1.69464216024093,1.03394683718902
"196","TLR5",1.69461166781107,0.995247001538025
"197","ATP6V0C",1.69261327752785,1.22444145674273
"198","RFC1",1.69017049804886,1.35810264179679
"199","TCF4",1.68771507564035,1.41839058582005
"200","FGFR2",1.68622002146076,1.42047730506585
"201","DRAM1",1.68238761137384,1.0759897858008
"202","CYP2D6",1.6768270560796,2.12897991719572
"203","CHGA",1.67580281308631,1.18241054128607
"204","XIAP",1.67017128509101,0.971602907688857
"205","DPYD",1.66801852644097,1.80901120759087
"206","WNT10B",1.6674443317057,1.314062234857
"207","PNPLA2",1.66610138282013,1.0663119854914
"208","ABCA6",1.65386482320246,0.963572056062947
"209","HSPA2",1.65339989981296,1.15300400675393
"210","BAX",1.64932438165614,1.03627771254039
"211","SLCO3A1",1.64641524506048,1.42057404182467
"212","ABCA5",1.62106729287216,1.2168276997748
"213","XAF1",1.60509283837579,1.36149802673086
"214","CD34",1.60449961346234,1.41805065097556
"215","CYP2J2",1.59988392417417,1.14766381398741
"216","CCN3",1.59262116650648,1.70945789130878
"217","REL",1.57628449708453,1.68451572598335
"218","APAF1",1.57592872756132,1.6893606589046
"219","SLC31A1",1.57011164277143,1.18707042283711
"220","APC",1.56696246613904,1.08997625608624
"221","PYCARD",1.56269091395934,1.10314367508223
"222","PARK7",1.55967213590848,1.31248971437468
"223","MGST1",1.54615191462555,0.757312215788064
"224","ZYX",1.53983194502996,0.974718959824581
"225","KLF10",1.53968065111102,1.17557954742682
"226","APEX1",1.53745464272773,1.10905570054681
"227","ERBB2",1.53667278072353,0.99211512250882
"228","GCNT1",1.53321393164683,1.30065421642834
"229","PTGER4",1.53284036629928,1.39265129720277
"230","CYCS",1.52118342119847,1.02383694075927
"231","UCHL1",1.51566377619496,1.26258267681869
"232","AKR1B1",1.51550282126851,1.61736444400859
"233","TRAF2",1.5082740662464,0.911530557512715
"234","CDH2",1.50583441709158,1.58965336671896
"235","MAP3K5",1.49960422436258,1.53818050073106
"236","UGCG",1.4967123461392,1.1388110651941
"237","OLFM3",1.49010780830409,1.55298524884367
"238","TGFBR1",1.48785304152961,1.68304163300259
"239","LMX1A",1.48766882684638,2.13716147980587
"240","EPCAM",1.48091667496564,1.15090930836699
"241","SLC9A1",1.47173162853867,1.1971943318648
"242","DAB2",1.47172935971194,1.48766523711344
"243","LAMC1",1.47077530638344,0.973313717044997
"244","RAC1",1.46553608918559,0.864121666498042
"245","NR4A2",1.45254427487345,0.837620732665443
"246","SCARB2",1.44205502569104,1.27048398011742
"247","KEAP1",1.4401347075993,1.34257667146868
"248","C5",1.44003124482733,1.67495814807275
"249","LATS1",1.43051488159933,1.36094049538269
"250","THBS1",1.42787438991573,1.23618701191748
"251","IGF2",1.42770485271751,1.96024734502577
"252","CST3",1.41729346338577,1.22633457967762
"253","RAC2",1.41501072271042,1.22926923462699
"254","SDC2",1.40929990270185,1.34503295577031
"255","HDC",1.40624701205562,1.63725110026722
"256","ACACA",1.40186026110161,1.34263195862479
"257","GSTP1",1.40148586741275,1.39006718370611
"258","CXCL16",1.39957489707606,1.18883722767415
"259","CBX5",1.39723042268365,1.18447045636074
"260","FOXA2",1.39506057923108,1.53539660127098
"261","HMOX1",1.39074700563532,1.45578424837081
"262","JMJD6",1.38685232358642,1.86503482564921
"263","CYP3A5",1.38380738290625,2.00120784570097
"264","NLRP1",1.38360563635824,1.33490112633748
"265","GABRA2",1.37721953663414,1.49645236454833
"266","TBP",1.3690709677517,0.787037465679478
"267","CD83",1.36900673175835,1.35651586217781
"268","ALDH3B1",1.36767121733671,1.24240337586328
"269","BDKRB2",1.36700215195034,1.58795840350404
"270","CAV2",1.36535287721274,1.24534194033773
"271","FKBP1A",1.34975316335416,0.940706114363873
"272","KITLG",1.34833523957096,1.4439019888681
"273","SNAI2",1.34825630806473,1.49271421533421
"274","AXL",1.3482269246999,1.3883552999109
"275","FOXG1",1.34805286365836,1.68305821844462
"276","HGF",1.3468505295093,1.37309605395971
"277","ALDH1A1",1.34578739415562,1.2826366729934
"278","MAP4K2",1.34446348451579,1.30322824664143
"279","PRDX1",1.33881341971078,1.22919682371405
"280","RBP1",1.33708141204955,1.74033788035616
"281","CYP2S1",1.33552211658925,1.17473783156593
"282","AQP3",1.33281284137484,1.84928945395601
"283","PAX7",1.32954183261595,2.13375576816068
"284","MDK",1.32850343995517,1.06443511501518
"285","HSPA1B",1.32688483040337,1.96453005904096
"286","COMT",1.32554374600712,1.29024699284982
"287","SFRP1",1.32186823057624,1.42230207720941
"288","CLDN7",1.31951749759653,1.2032656563524
"289","CRYAB",1.31732260298094,1.95280095410412
"290","BMP2",1.31365310979587,1.45035354052574
"291","JAG1",1.31270983468202,2.11156023254963
"292","ALDH1A3",1.3120109594236,1.77081663108235
"293","NRCAM",1.30347474176629,1.53409985348092
"294","CDH9",1.30172096413534,1.51041557002364
"295","ADH5",1.29491891899451,0.772715062301259
"296","GBA2",1.29437826016359,1.30336354782692
"297","CDK4",1.29435473692287,1.27508263239722
"298","FOXP2",1.29259963311435,1.4023263512408
"299","TST",1.29218862180452,1.18134196388066
"300","TNFRSF1B",1.29101774501858,1.58283724417622
"301","CD14",1.28936135456778,1.50984223139555
"302","MST1R",1.28888265325182,1.1624387168045
"303","CDK1",1.28844390824106,0.897165355614291
"304","MAPK8",1.2880318066541,1.34755962155924
"305","CRABP2",1.28719099259022,1.14864848350244
"306","DDOST",1.28246437971758,1.0162599941984
"307","NR3C1",1.28202703839389,1.33776430628899
"308","SLCO1A2",1.2818177676487,1.42056941036296
"309","FRZB",1.28075074723393,1.45647975267215
"310","TFEB",1.27983203553383,1.40316560450054
"311","FBN1",1.27686646469883,1.36359129595981
"312","GSTA4",1.27636293456177,1.31159889631053
"313","NTRK2",1.27576147759889,1.86686840376973
"314","NRG1",1.27232642445414,1.72316393354787
"315","EIF4EBP1",1.27212807298613,1.30033089153342
"316","CBL",1.27163161004656,1.37533413486218
"317","ADORA1",1.27144321208391,1.12696950692789
"318","PTP4A3",1.27141373977654,1.78357314598484
"319","DHFR",1.2630039923248,1.69607676179564
"320","NAMPT",1.26064002509913,1.49383646677667
"321","EWSR1",1.25898941115007,0.891093381671427
"322","STAT4",1.25674186156766,1.11131800934539
"323","CASP8",1.25587396253698,0.857293840172979
"324","IRS2",1.25067915543638,1.29881315848241
"325","RB1",1.24987486168963,1.08155352978823
"326","COPS5",1.24772354865472,1.63999727818745
"327","PDGFB",1.24441029688478,1.46398831428021
"328","CPT1B",1.24092896979788,1.30685297881084
"329","ITGA5",1.24067531461361,2.11382761710161
"330","GRN",1.23903766248977,0.938300508068116
"331","TGFBR2",1.23722353350848,0.997308523643279
"332","WNT1",1.23475279136076,1.5102510755168
"333","ABCD1",1.23421427356879,1.57519817237706
"334","TNFRSF11B",1.22412984623447,1.40434494199386
"335","HSD17B10",1.21977431408745,1.39426512732832
"336","NTRK1",1.2188269353244,1.46883498963884
"337","JUNB",1.21765524207876,1.98638467221479
"338","BCL2L1",1.21141233131277,1.28129612547511
"339","SIRT1",1.21134963146903,1.08911951685702
"340","SERPINF1",1.20814616460455,1.35536728321362
"341","SLC3A2",1.20733421807124,0.980749816440604
"342","RECK",1.20548547769173,1.05449247163269
"343","CDKN2B",1.2031384543562,1.51111538511472
"344","NR4A3",1.19995585625197,1.45770624079066
"345","HLA-G",1.19832242363677,1.16369727519231
"346","NEDD9",1.1957760360562,1.83448020852012
"347","CLEC7A",1.195714363472,1.59896615250829
"348","MLH1",1.19552503718741,1.56380949719943
"349","PAX6",1.19439774901646,1.55821146225023
"350","MME",1.1933902958936,1.68020052503416
"351","RND2",1.19324795464972,1.37118932077282
"352","SMAD7",1.19217812029847,1.90554106792425
"353","HHEX",1.19204138423794,1.28556053966274
"354","BCL2",1.18967545508432,1.26695549228168
"355","RGS4",1.18847688219036,1.95944160979266
"356","NR1I2",1.1884746525612,0.831374406323907
"357","CUL3",1.18692191180222,1.21937641590796
"358","MYBL2",1.18648096790111,1.36970209971241
"359","HRAS",1.18579402037238,1.68991583682507
"360","HSPA4",1.18537149716664,0.75314366666076
"361","SERPINB1",1.18489899624743,1.13576750133774
"362","MGMT",1.18468126662044,0.935438561061203
"363","RHOC",1.18325409669538,1.52095359730484
"364","CRY1",1.17945773053435,1.32757311341334
"365","LFNG",1.17929962238048,1.50754728999266
"366","NGEF",1.1788059668752,1.74871761241369
"367","SULT1C4",1.1756872754033,1.31867457878147
"368","S100A4",1.17434051214915,1.35868403970015
"369","KLF15",1.17204604782532,1.34067937568639
"370","FOXM1",1.17092450838777,1.41389263664241
"371","ROBO1",1.1687259567801,1.71356720010753
"372","ABCD4",1.16209815050962,1.31719140835429
"373","CYBA",1.16158465981893,1.3360371261416
"374","DKK1",1.16137995091393,1.59621045521856
"375","CAT",1.16052490490551,1.17103946561827
"376","SLC47A1",1.15916945691172,1.41805374573456
"377","ZEB1",1.15413075898689,1.12707470474864
"378","PPP1R15A",1.15356036704794,1.32997000516795
"379","KL",1.15207793922209,1.19289728454399
"380","GADD45B",1.1519077291567,1.36684590282518
"381","IL6R",1.15088112778966,1.22781268066324
"382","PGF",1.14978128149372,1.52419929452011
"383","MECP2",1.14844126566484,1.12204514036841
"384","SP3",1.14439741624087,1.02532643585469
"385","MMP19",1.14404374603686,1.25728608127863
"386","CLDN1",1.14402698442772,0.991399276354925
"387","IRF9",1.14246165974293,1.80688483915023
"388","TRPV1",1.1401898116832,1.44116308995492
"389","FOXO3",1.13925800720251,1.09626192251643
"390","TWIST1",1.13853551844179,1.03106865691864
"391","MTA3",1.13791447488548,1.63283956393298
"392","SERPINE1",1.1331275912724,1.48434379897669
"393","CLOCK",1.13037379216449,1.48663281045677
"394","LEF1",1.13000303562793,1.22402764182594
"395","UMPS",1.12901171977684,0.993491557238476
"396","NR1H3",1.12833797385703,1.43129476197247
"397","SP1",1.12661370964711,1.24890110828019
"398","FST",1.12317020041154,1.78861929441081
"399","ZFP36",1.12187547383137,1.40334146641874
"400","EGF",1.11744780611648,1.79124620569962
"401","ABCC2",1.11611077414759,1.31908831213821
"402","RBL1",1.11465720562771,1.23220676054717
"403","VWF",1.11377547889235,1.63759725639455
"404","CASP4",1.10714618774494,1.13254012191499
"405","PLAU",1.10392414985868,1.42607780145189
"406","SLC46A1",1.10190778693087,1.25760451293456
"407","CHI3L1",1.10115203797905,1.58712232627585
"408","PTX3",1.09846525838056,1.08502278245529
"409","SOCS3",1.09194656943223,1.52285334835046
"410","UCHL3",1.09095191983736,1.13910082338307
"411","ESRRA",1.09043939168073,1.559766394401
"412","MCAM",1.08622266573445,1.10318098749163
"413","EGR2",1.084840275458,1.35401296191649
"414","RHOA",1.08299243566645,1.58720843665831
"415","PTK2B",1.08228232591541,1.03651808007465
"416","FBP1",1.08136156960031,0.972406067775083
"417","TREX1",1.08093861297918,1.1714506033185
"418","NFKB1",1.08035916113883,1.07229622321204
"419","CDC6",1.0784141525025,0.921021117161085
"420","CDKN1C",1.07831355906678,1.18148951808441
"421","BMP7",1.07619235216648,1.96048319620305
"422","CTSL",1.07584133976114,0.96908333796468
"423","CCN2",1.07454089599492,1.35414093449096
"424","MAP2",1.07320213643316,1.94054597599414
"425","NFKB2",1.07235647504219,1.11072444242648
"426","TPH1",1.07056621883441,0.904860098912545
"427","NAT1",1.07051479138771,0.869491024883594
"428","FBXO32",1.07014091835773,1.29101050518906
"429","ABCC5",1.06770524608283,1.2993070713549
"430","POU3F3",1.06760677115106,1.2726860295281
"431","ACP5",1.06477566155892,1.23609804507176
"432","SAT1",1.06370801190188,1.14079422512912
"433","GBA",1.06031445508037,1.3438079249927
"434","GRIN2B",1.06013735374351,1.79889541066251
"435","NR2F2",1.05715072496643,1.38243278742527
"436","SYK",1.05623872093161,1.41717825026622
"437","ERBB3",1.05514870265142,1.46244101603576
"438","SOX7",1.05317019299618,1.1175190614817
"439","DRD4",1.05280600380714,1.31350237222997
"440","C3",1.05148526869226,1.70616279781622
"441","CDC25B",1.05080259936756,1.90432896626728
"442","OGG1",1.04812809889327,1.24904756048088
"443","DBI",1.04780277560616,1.07950881320078
"444","DNAJB11",1.04647391757243,0.976687879154096
"445","SCN5A",1.0459476474207,1.75141384560343
"446","KLF5",1.03958736640591,1.61505823827948
"447","ABCC11",1.03912707493357,1.10905806648424
"448","ABCD3",1.0386329640382,1.00124098777658
"449","SPP1",1.03789052250624,1.24993933304513
"450","MYB",1.03457743128685,1.01093176778884
"451","DDIT3",1.03363316397409,0.907249956445261
"452","CACNA1H",1.03361599611929,1.48085887711413
"453","MEIS1",1.03316410663713,1.38613026430645
"454","PLIN2",1.03120744265293,0.926672571798706
"455","DTX1",1.0308130425802,1.44436311608465
"456","GABBR2",1.03006828074243,1.65361603658475
"457","MAPT",1.02515454263413,1.53416728819631
"458","CD9",1.02275749441239,1.19452232227996
"459","FGFR1",1.02197088499622,0.928180706691984
"460","SLC16A2",1.01896387193834,1.65718222759966
"461","GSK3B",1.01600299250923,1.25208054699196
"462","CDK2",1.01570189664665,1.20577012122739
"463","AQP4",1.01494687999986,1.14017741336723
"464","CHST7",1.01483140442891,1.44749534192277
"465","BAD",1.01249009139856,1.12972011896606
"466","TYMP",1.0117775756254,1.63574166443852
"467","ADAMTS1",1.00995053261038,1.32423898712524
"468","RELA",1.00852048481691,1.49770386906168
"469","GSTO1",1.00757427815572,1.1597606339099
"470","ITGA6",1.00731424778361,1.48668076543662
"471","ENC1",1.00426575414846,1.58042603279255
"472","SLC22A5",1.0035527379657,1.28271816989196
"473","BID",1.00335714062727,0.984555312240693
"474","ACSL1",1.00267901025001,1.2003479743629
"475","AANAT",1.00060814035114,0.940104271199114
"476","ADORA2A",1.00053826050314,1.12709829414087
"477","MAOB",1.0004957823249,0.830272737414174
"478","EMX2",0.997463334319993,1.53002811208744
"479","KDR",0.994483000244464,1.49317367307287
"480","ALDH2",0.992060260085161,0.996869141202939
"481","PDGFRA",0.989382850472448,1.50604415944438
"482","ZEB2",0.98880820974079,1.40213235484179
"483","CDK5",0.988492296682481,1.32219281721576
"484","RPS6KA1",0.988375356918858,1.14390663208122
"485","IL2RB",0.986987413503714,1.32887288746653
"486","SELL",0.985270120145923,1.43105894629435
"487","FKBP5",0.984389721000585,1.37571637380407
"488","RARA",0.982707338618521,1.67959543928882
"489","ABCB4",0.979811774795009,1.5054632484486
"490","SLC1A3",0.978682072832694,1.42833374967914
"491","SLC22A7",0.978055805648928,1.1978617926071
"492","ERCC2",0.974130804472997,1.03917933262481
"493","CDC42",0.973810243181015,1.05710304086204
"494","POU4F1",0.973629957148766,1.34952015992127
"495","TAP2",0.967593688095911,1.47439706038854
"496","CDKN1B",0.967355302536856,1.04238099691679
"497","CYP2R1",0.961990938361074,1.08289852648765
"498","GAD1",0.961868746309739,2.07359208456881
"499","NF1",0.961138780344833,1.51547302671385
"500","ITGA3",0.959815058947105,1.12425561107219
"501","WNT5A",0.959255682384005,1.37987119234193
"502","BIRC3",0.956149496973434,0.854963172120525
"503","TRPM8",0.955484870031186,1.61982107648488
"504","CTSZ",0.955173187949226,1.50826305123953
"505","MGAT2",0.954834185050143,1.26139571068622
"506","CYP2C8",0.954416179784688,1.44937548956469
"507","RARB",0.953853398232918,1.37690191924201
"508","AGPAT2",0.951653703832538,1.21909791819643
"509","CES3",0.950174432156728,1.79698530710522
"510","DHRS2",0.94964711292766,1.32930913691563
"511","CCL2",0.949271986763482,0.983137789057098
"512","XDH",0.945183797981648,1.67568548786983
"513","HNF1B",0.944297081908906,1.04324471576058
"514","BAG3",0.944224618312917,1.19271027764601
"515","SDC4",0.943556394721409,1.08559266183506
"516","L1CAM",0.941757671231152,0.931531358853419
"517","PAX3",0.941734123980203,1.34265197198755
"518","CNTFR",0.941552245022266,1.31469792299941
"519","SOX2",0.941456844237925,1.57301703967139
"520","NOD2",0.940982891724167,1.20134795014092
"521","ABCC1",0.940055680917608,1.26460461957551
"522","DKK3",0.938851062997701,1.05207415631443
"523","CALM1",0.937879638237549,1.0017134542726
"524","TBC1D9",0.937763921779437,1.70864038869846
"525","SOX5",0.936260907105091,1.17336116477643
"526","SCN4A",0.936033697892926,1.9751813271561
"527","MAPK13",0.935487942221167,1.31125579356239
"528","SULT2B1",0.933028214976313,1.48736525235747
